,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx
0,0.12100849708318466,0.0755792851312082,0.10752133199981706,0.0653663722455681,0.17865839490875274,0.1132920226631847,7.552838334519684,197.03760710588028,0.9403207349333673,0.6791646333804308,0.07460177632397252,0.12100849708318466,0.09980233530745419,0.01802694977543833,0.24907893230564276,0.2695148585855517,0.00859375,2.15625,2.14765625,0.13258163375834697
1,0.1675597210794593,0.07144432619899091,0.1652953766825927,0.11395855682744782,0.229870198003317,0.11591164117586909,2.368629630051997,19.084195646825272,0.946445667290633,0.6168798193686035,0.07668825619237041,0.1675597210794593,0.09887404042355993,0.018679127904228893,0.23717209829021732,0.7212144564165451,0.028125,3.99296875,3.96484375,0.1706839352984904
2,0.16991085120597474,0.07419231624053217,0.1544233409953244,0.12205061666732,0.2434176719599471,0.12136705529262701,3.476264045533873,28.453003741139504,0.9154020501043109,0.5074590617870405,0.08163128527092638,0.16991085120597474,0.09740730118857935,0.016036903277829005,0.23326057535331812,0.19743058668128607,0.0078125,1.59453125,1.58671875,0.1910529098447663
3,0.1677054524003952,0.07182714197255972,0.1470179324185288,0.1250473532449792,0.23700502416241878,0.11195767091743977,2.9268604555229305,15.100160870235262,0.9001762283621693,0.5103260806413592,0.14053850809431928,0.1677054524003952,0.12378835293353552,0.02723710005752563,0.2226023087805827,0.3227573826096643,0.0203125,1.24765625,1.22734375,0.25794934859795016
4,0.1573824210750685,0.06807960041355228,0.1428219524905914,0.10678383596960887,0.22008060825084966,0.11329677228124072,2.426108105741865,12.493084450628007,0.9373856793425948,0.6002218810544203,0.11673224568861404,0.1573824210750685,0.09330037819738127,0.015947958084580098,0.24231310406821976,0.40078938291610877,0.0203125,3.1828125,3.1625,0.15216561136096185
5,0.13625924012987983,0.07654109941468556,0.12446583303888996,0.07635485301754082,0.20373063328502178,0.1273757802674809,1.993877372898203,11.415185443546289,0.9592476016601387,0.706647271020302,0.07072862555567418,0.13625924012987983,0.11020744683423012,0.02432923111992878,0.2473530081253576,0.8459355381103736,0.01171875,4.55859375,4.546875,0.2442036704060977
6,0.15237658158743664,0.07262257492150677,0.1391715852545183,0.10621429063424541,0.2166644181521682,0.11045012751792276,2.018242051739062,8.5638200973613,0.9328805516019951,0.5467036877433556,0.14364981379372,0.15237658158743664,0.1210015198704006,0.023826382001136105,0.2617004777008529,0.6644718791531086,0.034375,4.83984375,4.80546875,0.16556932660106963
7,0.17814064475490882,0.05793234443582094,0.1738156503791804,0.1394829587944279,0.22415756752699428,0.08467460873256633,2.225881520530671,10.53233932019951,0.9190011512767088,0.43102573172894126,0.08397471372235234,0.17814064475490882,0.1345532218307755,0.01943297308339628,0.25053209136095006,0.8159284411882112,0.06171875,5.38046875,5.31875,0.16293828902970028
8,0.19188103706012619,0.055388215085695455,0.2003885371995296,0.1503223423820025,0.23616689029334753,0.08584454791134516,4.1427026713773465,53.16185569291237,0.9189752206511885,0.3356365291313655,0.08157140498385448,0.19188103706012619,0.09886777939809954,0.01746994087768971,0.24304610177105368,0.5156941740644023,0.08515625,2.78515625,2.7,0.16695523187128158
9,0.1362885538214394,0.07387190518409217,0.13316826019791766,0.0726871114364499,0.20177985217433392,0.12909274073788396,18.10120418891388,513.3473111644922,0.9037754973964134,0.4968299336860847,0.027033192770654503,0.1362885538214394,0.08837033507890978,0.01643190080855205,0.23460903145732312,0.06370045757956512,0.025,0.2953125,0.2703125,0.05564925441582386
10,0.1519489055425542,0.0708238960559722,0.14107564670315237,0.09306213788780279,0.2195449636839082,0.1264828257961054,8.326271187865292,182.65596057909727,0.9106107894959077,0.5191774555959512,0.08596656178035039,0.1519489055425542,0.10597234556495591,0.01800547320189402,0.24893189243616093,0.2755573303474822,0.0328125,2.0046875,1.971875,0.1163824697479365
11,0.13962623897620002,0.07706142498772917,0.13725520549270218,0.07141274177239312,0.200883771470161,0.12947102969776803,16.10656125039376,437.4275999186707,0.8955498875243905,0.5268291939529153,0.0469768067414059,0.13962623897620002,0.10930865007421908,0.018447764370462885,0.20939786108624733,0.23557144764957264,0.02109375,1.2765625,1.25546875,0.10610946160125043
12,0.1671475639409182,0.07180002838712322,0.1776681183829937,0.09630823259193,0.2322740848260675,0.13596585223413754,16.072733115256252,351.3275023441351,0.9157100746423978,0.5095206837352595,0.06007816688777433,0.1671475639409182,0.07477235450654064,0.01679064661961929,0.2587899556832599,0.08742611466527797,0.0703125,0.55703125,0.48671875,0.053441442520625534
13,0.15805215619597804,0.06637163623234638,0.1618244936402301,0.10097317628454414,0.21203634007736122,0.11106316379281686,2.172641502721151,9.330992355646561,0.9302983843053598,0.4872492021035849,0.13046701791886622,0.15805215619597804,0.11157582725995559,0.02175684605513766,0.25419012697468557,0.5629968927940486,0.08671875,4.16171875,4.075,0.19231279919272173
14,0.11999481460379349,0.08243357100474497,0.1107706903327332,0.04864727370341875,0.1958327780399633,0.14718550433654437,11.42521488998667,323.3130526762348,0.9502334194816922,0.7040067199753439,0.02676152527762719,0.11999481460379349,0.10111346331007791,0.01683882760114406,0.26327656791711024,0.1811161897922545,0.0078125,1.815625,1.8078125,0.1264444988516532
15,0.14009808044724809,0.07962704683785647,0.13921127796341132,0.059701231785205935,0.21521310218469042,0.1555118703994845,21.73325758171336,586.5002226552645,0.9129953963297754,0.5674778211005702,0.030003628332062993,0.14009808044724809,0.0902181224603579,0.0164836022528673,0.2576715957226649,0.06146016552536517,0.0390625,0.41015625,0.37109375,0.07240969731009342
16,0.15983294896658,0.076793371849495,0.17576953831179748,0.08835941411633068,0.22545152495859053,0.1370921108422598,11.868262621711978,287.4484135920017,0.9406013556112269,0.6296206537847259,0.05506937618277671,0.15983294896658,0.09027258779227718,0.01969501677146384,0.2546823746974186,0.6406931939278147,0.04609375,2.81171875,2.765625,0.1582655059411043
17,0.1514550659908725,0.07255795637359204,0.1447484332416185,0.09375894326196779,0.21308714334223516,0.11932820008026732,2.71976853153424,17.841863398840154,0.940386358201209,0.6111023187042475,0.06760212705127114,0.1514550659908725,0.0959000404999781,0.01747117837509547,0.26507194305042514,0.8317601625801387,0.0078125,3.925,3.9171875,0.2337573359437409
18,0.13162912693368328,0.07179065587051371,0.11550338603803309,0.07251881050872581,0.192192995201567,0.11967418469284108,2.0780087249591994,9.524885926770466,0.9489346493358406,0.665313068243936,0.08048911878367879,0.13162912693368328,0.10991682372606655,0.021553841066991836,0.252542734878191,0.2859390180650706,0.0171875,2.45390625,2.43671875,0.19464477834503763
19,0.1369105151323699,0.07624947378628431,0.1420226165956932,0.07792266333643758,0.1946817271278265,0.11675906379138898,2.083247365443963,9.13653052780824,0.9530997410758959,0.7037460783921091,0.1310625046601704,0.1369105151323699,0.10324715823484083,0.01870944736371376,0.24278546083432379,0.5838647946689124,0.01171875,3.3484375,3.33671875,0.169044706058188
20,0.157680556939109,0.07385617998861824,0.17430128289929792,0.10167660648731776,0.21369049738799278,0.11201389090067511,1.61624636821525,6.415659320324693,0.9572331558638837,0.6828714879619111,0.12531707387382993,0.157680556939109,0.10747423902134753,0.01712237497357693,0.2529110686645567,1.1898489810027681,0.03515625,5.49140625,5.45625,0.2535126442997739
21,0.166179973979713,0.07018419831114993,0.1789303153125536,0.1129672080361668,0.22279543907505941,0.10982823103889246,2.0543413614236234,9.127600314145672,0.9402163610373921,0.5887833394036612,0.14227393434519525,0.166179973979713,0.11128657898038766,0.022187979305440503,0.2396279486430502,0.8236038212969685,0.1,3.1703125,3.0703125,0.24436302420632364
22,0.15253579293356592,0.06828435267680236,0.16189934786531887,0.09281715724892504,0.2087782478902338,0.11596109064130886,2.451059081523695,13.316088256470811,0.9331027993814287,0.5573712146195462,0.11936418900032168,0.15253579293356592,0.1102887832126487,0.021093575076699338,0.2548498514917092,0.362351411204287,0.01640625,2.0234375,2.00703125,0.22285760493406218
23,0.13329190756263393,0.07644079935625644,0.1262314589526013,0.07214984451244569,0.20771509134418992,0.13556524683174392,3.4308326318438143,25.49301328712358,0.9310649211106021,0.5783970415127015,0.0248977841315225,0.13329190756263393,0.11855623382719802,0.01819697528516096,0.26156965205074834,0.19821547181312799,0.0203125,1.54140625,1.52109375,0.19849674326941497
